Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
1247,2021-01-09,377931889,drfjameel,This thread is quite a fascinating read &amp; is important to consider. Blown away by science but also really anxious for what this could mean in the race against #COVID19 @CNagpaul @petermbenglish,,London,thread quite fascinating read important consider blown away science also really anxious mean race,"['thread', 'quite', 'fascinating', 'read', 'important', 'consider', 'blown', 'away', 'science', 'also', 'really', 'anxious', 'mean', 'race']","['thread', 'quite', 'fascinating', 'read', 'important', 'consider', 'blown', 'away', 'science', 'also', 'really', 'anxious', 'mean', 'race']",thread quite fascinating read important consider blown away science also really anxious mean race,"[('thread', 'a'), ('quite', 'r'), ('fascinating', 'v'), ('read', 'n'), ('important', 'a'), ('consider', 'v'), ('blown', 'v'), ('away', 'r'), ('science', 'n'), ('also', 'r'), ('really', 'r'), ('anxious', 'a'), ('mean', 'n'), ('race', 'n')]",  thread quite fascinate read important consider blow away science also really anxious mean race,1.375,0.5367,-0.0541666666666666,-1,1,1
1248,2021-01-09,123516348,kampra,Optimising the #COVID19 vaccination programme for maximum short-term impact  https://t.co/IBggcgqXgL,,London,optimising programme maximum short term impact,"['optimising', 'programme', 'maximum', 'short', 'term', 'impact']","['optimising', 'programme', 'maximum', 'short', 'term', 'impact']",optimising programme maximum short term impact,"[('optimising', 'v'), ('programme', 'n'), ('maximum', 'a'), ('short', 'a'), ('term', 'n'), ('impact', 'n')]",  optimise programme maximum short term impact,0.375,0.4404,0.0,0,1,1
1249,2021-01-09,1343136862198771712,drinks_top,"#covid_19  will not stop #topupdrinks from enjoying good food and memorable moments at home @ Bromley, Bromley, United Kingdom  https://t.co/Tyhdk8MjgS","{'type': 'Point', 'coordinates': [51.4057, 0.01493]}",London,not stop topupdrinks enjoying good food memorable moments home bromley bromley united kingdom,"['not', 'stop', 'topupdrinks', 'enjoying', 'good', 'food', 'memorable', 'moments', 'home', 'bromley', 'bromley', 'united', 'kingdom']","['not', 'stop', 'topupdrinks', 'enjoying', 'good', 'food', 'memorable', 'moment', 'home', 'bromley', 'bromley', 'united', 'kingdom']",not stop topupdrinks enjoying good food memorable moment home bromley bromley united kingdom,"[('not', 'r'), ('stop', 'a'), ('topupdrinks', 'n'), ('enjoying', 'v'), ('good', 'a'), ('food', 'n'), ('memorable', 'a'), ('moments', 'n'), ('home', 'n'), ('bromley', 'n'), ('bromley', 'n'), ('united', 'v'), ('kingdom', 'n')]",  not stop topupdrinks enjoy good food memorable moment home bromley bromley unite kingdom,0.625,0.2869,0.5333333333333333,1,1,1
1250,2021-01-09,19915519,benjaminfraser,Here's a thought; why not use players fines for covid breaches to help pay for regular covid testing for the 72 football league clubs?  The amount fined must already be over a £1m,,London,thought not use players fines breaches help pay regular testing football league clubs amount fined must already,"['thought', 'not', 'use', 'players', 'fines', 'breaches', 'help', 'pay', 'regular', 'testing', 'football', 'league', 'clubs', 'amount', 'fined', 'must', 'already']","['thought', 'not', 'use', 'player', 'fine', 'breach', 'help', 'pay', 'regular', 'testing', 'football', 'league', 'club', 'amount', 'fined', 'must', 'already']",thought not use player fine breach help pay regular testing football league club amount fined must already,"[('thought', 'n'), ('not', 'r'), ('use', None), ('players', 'n'), ('fines', 'n'), ('breaches', 'n'), ('help', 'v'), ('pay', 'v'), ('regular', 'a'), ('testing', 'v'), ('football', 'n'), ('league', 'n'), ('clubs', 'n'), ('amount', 'n'), ('fined', 'v'), ('must', None), ('already', 'r')]",  thought not use player fine breach help pay regular test football league club amount fin must already,-0.125,0.1798,0.2083333333333333,1,-1,1
1258,2021-01-09,1267686097,jkdabrowska,"Please wear your mask/face covering. And when you do, please wear it correctly. It defeats the object when you see folks wearing it around one’s chin. It’s not a fashion statement, it’s a public statement saying we, as a society, want to beat this virus together. #COVID19  https://t.co/bIUEgIQ1zp",,London,please wear mask face covering please wear correctly defeats object see folks wearing around one chin not fashion statement public statement saying society want beat virus together,"['please', 'wear', 'mask', 'face', 'covering', 'please', 'wear', 'correctly', 'defeats', 'object', 'see', 'folks', 'wearing', 'around', 'one', 'chin', 'not', 'fashion', 'statement', 'public', 'statement', 'saying', 'society', 'want', 'beat', 'virus', 'together']","['please', 'wear', 'mask', 'face', 'covering', 'please', 'wear', 'correctly', 'defeat', 'object', 'see', 'folk', 'wearing', 'around', 'one', 'chin', 'not', 'fashion', 'statement', 'public', 'statement', 'saying', 'society', 'want', 'beat', 'virus', 'together']",please wear mask face covering please wear correctly defeat object see folk wearing around one chin not fashion statement public statement saying society want beat virus together,"[('please', 'n'), ('wear', 'a'), ('mask', 'a'), ('face', 'n'), ('covering', 'v'), ('please', 'n'), ('wear', 'v'), ('correctly', 'r'), ('defeats', 'n'), ('object', 'v'), ('see', 'v'), ('folks', 'n'), ('wearing', 'v'), ('around', None), ('one', None), ('chin', 'n'), ('not', 'r'), ('fashion', 'n'), ('statement', 'n'), ('public', 'a'), ('statement', 'n'), ('saying', 'v'), ('society', 'n'), ('want', 'v'), ('beat', 'n'), ('virus', 'n'), ('together', 'r')]",  please wear mask face cover please wear correctly defeat object see folk wear around one chin not fashion statement public statement say society want beat virus together,-1.0,0.2263,0.0,0,-1,1
1261,2021-01-09,28962293,rachmajor,@FSL09 @RichJLaverty I believe they have 2 weeks to submit paperwork to the fa either confirming covid positive or doctors certificates for illness after requesting the postponement,,London,believe weeks submit paperwork either confirming positive doctors certificates illness requesting postponement,"['believe', 'weeks', 'submit', 'paperwork', 'either', 'confirming', 'positive', 'doctors', 'certificates', 'illness', 'requesting', 'postponement']","['believe', 'week', 'submit', 'paperwork', 'either', 'confirming', 'positive', 'doctor', 'certificate', 'illness', 'requesting', 'postponement']",believe week submit paperwork either confirming positive doctor certificate illness requesting postponement,"[('believe', 'a'), ('weeks', 'n'), ('submit', 'v'), ('paperwork', 'n'), ('either', None), ('confirming', 'v'), ('positive', 'a'), ('doctors', 'n'), ('certificates', 'n'), ('illness', 'v'), ('requesting', 'v'), ('postponement', 'n')]",  believe week submit paperwork either confirm positive doctor certificate illness request postponement,0.875,0.2263,0.2272727272727272,1,1,1
1263,2021-01-09,115123902,britishheralduk,Biden vows to ensure faster distribution of COVID vaccines  https://t.co/6BdUgcAbP9,"{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,biden vows ensure faster distribution vaccines,"['biden', 'vows', 'ensure', 'faster', 'distribution', 'vaccines']","['biden', 'vow', 'ensure', 'faster', 'distribution', 'vaccine']",biden vow ensure faster distribution vaccine,"[('biden', 'n'), ('vows', 'n'), ('ensure', 'v'), ('faster', 'a'), ('distribution', 'n'), ('vaccines', 'n')]",  biden vow ensure fast distribution vaccine,0.25,0.3818,0.2,1,1,1
1269,2021-01-09,1339023216,spice_village,FAMILY SHARING BOX by Spice Village 🙌🏻  Serves 4 Persons  £69.99 only/-   Taking Orders Now #croydon #southall #Tesco #SaturdayKitchen #COVID19 #Lockdown3 #lockdownuk #restaurant  #takaway #familysharingbox  https://t.co/mmzHuB27Vm,,London,family sharing box spice village raising hands light skin tone serves persons taking orders croydon southal tesco saturdaykitchen lockdownuk restaurant takaway familysharingbox,"['family', 'sharing', 'box', 'spice', 'village', 'raising', 'hands', 'light', 'skin', 'tone', 'serves', 'persons', 'taking', 'orders', 'croydon', 'southal', 'tesco', 'saturdaykitchen', 'lockdownuk', 'restaurant', 'takaway', 'familysharingbox']","['family', 'sharing', 'box', 'spice', 'village', 'raising', 'hand', 'light', 'skin', 'tone', 'serf', 'person', 'taking', 'order', 'croydon', 'southal', 'tesco', 'saturdaykitchen', 'lockdownuk', 'restaurant', 'takaway', 'familysharingbox']",family sharing box spice village raising hand light skin tone serf person taking order croydon southal tesco saturdaykitchen lockdownuk restaurant takaway familysharingbox,"[('family', 'n'), ('sharing', 'v'), ('box', 'n'), ('spice', 'n'), ('village', 'n'), ('raising', 'v'), ('hands', 'n'), ('light', 'a'), ('skin', None), ('tone', 'n'), ('serves', 'v'), ('persons', 'n'), ('taking', 'v'), ('orders', 'n'), ('croydon', 'v'), ('southal', 'a'), ('tesco', 'n'), ('saturdaykitchen', 'n'), ('lockdownuk', 'n'), ('restaurant', 'n'), ('takaway', 'n'), ('familysharingbox', 'n')]",  family share box spice village raise hand light skin tone serve person take order croydon southal tesco saturdaykitchen lockdownuk restaurant takaway familysharingbox,0.25,0.6597,0.4,1,1,1
1270,2021-01-09,1267686097,jkdabrowska,"My father just had his #Pfizer #COVID19 jab at the #Southall #DominionCentre. The volunteers and staff were fantastic and very helpful. Sadly, if you require disability parking/accessibility at the centre, it is practically non-existent, as they have closed the entrance 1/2",,London,father pfizer jab southal dominioncentre volunteers staff fantastic helpful sadly require disability parking accessibility centre practically non existent closed entrance,"['father', 'pfizer', 'jab', 'southal', 'dominioncentre', 'volunteers', 'staff', 'fantastic', 'helpful', 'sadly', 'require', 'disability', 'parking', 'accessibility', 'centre', 'practically', 'non', 'existent', 'closed', 'entrance']","['father', 'pfizer', 'jab', 'southal', 'dominioncentre', 'volunteer', 'staff', 'fantastic', 'helpful', 'sadly', 'require', 'disability', 'parking', 'accessibility', 'centre', 'practically', 'non', 'existent', 'closed', 'entrance']",father pfizer jab southal dominioncentre volunteer staff fantastic helpful sadly require disability parking accessibility centre practically non existent closed entrance,"[('father', 'r'), ('pfizer', 'n'), ('jab', 'n'), ('southal', 'n'), ('dominioncentre', 'n'), ('volunteers', 'n'), ('staff', 'n'), ('fantastic', 'a'), ('helpful', 'n'), ('sadly', 'r'), ('require', 'v'), ('disability', 'n'), ('parking', 'n'), ('accessibility', 'n'), ('centre', 'v'), ('practically', 'r'), ('non', 'a'), ('existent', 'n'), ('closed', 'v'), ('entrance', 'n')]",  father pfizer jab southal dominioncentre volunteer staff fantastic helpful sadly require disability parking accessibility centre practically non existent close entrance,-0.375,0.5574,-0.0499999999999999,-1,-1,1
1271,2021-01-09,977045167,mclavertyjs,"Great piece on getting involved in progressive grassroots activism during #COVID19 including links to XR &amp; #BLM. Like I said on the @oxfamcampaigns public call on Fri: it doesn't matter how little or how much you do, just find your style &amp; do it!  https://t.co/jteqFL01Sn",,London,great piece getting involved progressive grassroots activism including links blm like said public call fri not matter little much find style,"['great', 'piece', 'getting', 'involved', 'progressive', 'grassroots', 'activism', 'including', 'links', 'blm', 'like', 'said', 'public', 'call', 'fri', 'not', 'matter', 'little', 'much', 'find', 'style']","['great', 'piece', 'getting', 'involved', 'progressive', 'grassroots', 'activism', 'including', 'link', 'blm', 'like', 'said', 'public', 'call', 'fri', 'not', 'matter', 'little', 'much', 'find', 'style']",great piece getting involved progressive grassroots activism including link blm like said public call fri not matter little much find style,"[('great', 'a'), ('piece', 'n'), ('getting', 'v'), ('involved', 'v'), ('progressive', 'a'), ('grassroots', 'n'), ('activism', 'n'), ('including', 'v'), ('links', 'n'), ('blm', 'v'), ('like', None), ('said', 'v'), ('public', 'a'), ('call', 'n'), ('fri', 'n'), ('not', 'r'), ('matter', 'r'), ('little', 'a'), ('much', 'a'), ('find', 'n'), ('style', 'n')]",  great piece get involve progressive grassroots activism include link blm like say public call fri not matter little much find style,0.25,0.7598,0.203125,1,1,1
1273,2021-01-09,767463756037316609,tomtheexpert,"@Orileyuk1 @mikegalsworthy To be fair Covid UK has been a complete shit show from day one, thanks to Johnson and his snake pit.",,London,fair complete shit show day one thanks johnson snake pit,"['fair', 'complete', 'shit', 'show', 'day', 'one', 'thanks', 'johnson', 'snake', 'pit']","['fair', 'complete', 'shit', 'show', 'day', 'one', 'thanks', 'johnson', 'snake', 'pit']",fair complete shit show day one thanks johnson snake pit,"[('fair', 'a'), ('complete', 'a'), ('shit', 'n'), ('show', 'n'), ('day', 'n'), ('one', None), ('thanks', 'n'), ('johnson', 'a'), ('snake', 'v'), ('pit', 'n')]",  fair complete shit show day one thanks johnson snake pit,0.375,0.1531,0.1999999999999999,1,1,1
1274,2021-01-09,2583099904,putneyfleur,This weekend is vital to stopping the infection rate.   The Mayor has declared the situation a major incident in London.  If you’re thinking of leaving home now please think again.    #StayAtHome #COVID19  https://t.co/xJ6IVQqBMW,,London,weekend vital stopping infection rate mayor declared situation major incident thinking leaving home please think stayathome,"['weekend', 'vital', 'stopping', 'infection', 'rate', 'mayor', 'declared', 'situation', 'major', 'incident', 'thinking', 'leaving', 'home', 'please', 'think', 'stayathome']","['weekend', 'vital', 'stopping', 'infection', 'rate', 'mayor', 'declared', 'situation', 'major', 'incident', 'thinking', 'leaving', 'home', 'please', 'think', 'stayathome']",weekend vital stopping infection rate mayor declared situation major incident thinking leaving home please think stayathome,"[('weekend', 'n'), ('vital', 'a'), ('stopping', 'a'), ('infection', 'n'), ('rate', 'n'), ('mayor', 'n'), ('declared', 'v'), ('situation', 'n'), ('major', 'a'), ('incident', 'n'), ('thinking', 'v'), ('leaving', 'v'), ('home', 'n'), ('please', 'n'), ('think', 'v'), ('stayathome', 'n')]",  weekend vital stopping infection rate mayor declare situation major incident think leave home please think stayathome,1.125,0.3477,0.08125,1,1,1
1277,2021-01-09,2290628631,regbalmer,@Coldwar_Steve New symptom to add to the ever increasing Covid-19 list 🥴,,London,new symptom add ever increasing list wozy face,"['new', 'symptom', 'add', 'ever', 'increasing', 'list', 'wozy', 'face']","['new', 'symptom', 'add', 'ever', 'increasing', 'list', 'wozy', 'face']",new symptom add ever increasing list wozy face,"[('new', 'a'), ('symptom', 'n'), ('add', 'v'), ('ever', 'r'), ('increasing', 'v'), ('list', 'n'), ('wozy', 'n'), ('face', 'n')]",  new symptom add ever increase list wozy face,0.375,0.3182,0.1363636363636363,1,1,1
1279,2021-01-09,49689609,lottmus,"Been getting into  #podcasts during #COVID especially w/ @louistheroux  #grounded series. episode w/ @LennyHenry was superb. If you don’t love that man, don’t follow me here 😉.  I laughed  &amp; contemplated all the way through. like Lenny I often joke the lockdown away. #Survival",,London,getting podcasts especially grounded series episode superb not love man not follow winking face laughed contemplated way like leny often joke away survival,"['getting', 'podcasts', 'especially', 'grounded', 'series', 'episode', 'superb', 'not', 'love', 'man', 'not', 'follow', 'winking', 'face', 'laughed', 'contemplated', 'way', 'like', 'leny', 'often', 'joke', 'away', 'survival']","['getting', 'podcasts', 'especially', 'grounded', 'series', 'episode', 'superb', 'not', 'love', 'man', 'not', 'follow', 'winking', 'face', 'laughed', 'contemplated', 'way', 'like', 'leny', 'often', 'joke', 'away', 'survival']",getting podcasts especially grounded series episode superb not love man not follow winking face laughed contemplated way like leny often joke away survival,"[('getting', 'v'), ('podcasts', 'n'), ('especially', 'r'), ('grounded', 'a'), ('series', 'n'), ('episode', 'n'), ('superb', 'v'), ('not', 'r'), ('love', 'v'), ('man', 'n'), ('not', 'r'), ('follow', 'a'), ('winking', 'v'), ('face', 'n'), ('laughed', 'v'), ('contemplated', 'a'), ('way', 'n'), ('like', None), ('leny', 'n'), ('often', 'r'), ('joke', 'v'), ('away', 'r'), ('survival', 'n')]",  get podcasts especially grounded series episode superb not love man not follow wink face laugh contemplated way like leny often joke away survival,-0.25,0.8415,0.2625,1,-1,1
1280,2021-01-09,4141526998,deierla,Just listening to my kids playing together nicely- I think if a 3 and 5 yrs old is playing with their doll houses and they say they cant meet or need a nose test means this pandemic is way too long and its effect on their mental health is soo deep #COVID19 #kidsthesedays,,London,listening kids playing together nicely think yrs old playing doll houses say cant meet need nose test means way long effect mental health deep kidsthesedays,"['listening', 'kids', 'playing', 'together', 'nicely', 'think', 'yrs', 'old', 'playing', 'doll', 'houses', 'say', 'cant', 'meet', 'need', 'nose', 'test', 'means', 'way', 'long', 'effect', 'mental', 'health', 'deep', 'kidsthesedays']","['listening', 'kid', 'playing', 'together', 'nicely', 'think', 'yr', 'old', 'playing', 'doll', 'house', 'say', 'cant', 'meet', 'need', 'nose', 'test', 'mean', 'way', 'long', 'effect', 'mental', 'health', 'deep', 'kidsthesedays']",listening kid playing together nicely think yr old playing doll house say cant meet need nose test mean way long effect mental health deep kidsthesedays,"[('listening', 'v'), ('kids', 'n'), ('playing', 'v'), ('together', 'r'), ('nicely', 'r'), ('think', 'v'), ('yrs', 'n'), ('old', 'a'), ('playing', 'n'), ('doll', 'n'), ('houses', 'n'), ('say', 'v'), ('cant', 'a'), ('meet', 'n'), ('need', 'v'), ('nose', 'a'), ('test', 'n'), ('means', 'v'), ('way', 'n'), ('long', 'a'), ('effect', 'n'), ('mental', 'a'), ('health', 'n'), ('deep', 'n'), ('kidsthesedays', 'n')]",  listen kid play together nicely think yr old playing doll house say cant meet need nose test mean way long effect mental health deep kidsthesedays,1.5,0.7269,0.0395833333333333,1,1,1
1281,2021-01-09,25439691,cwagstaff,"@pastrychefbourn It’s been a true team effort. Scientists are a bunch of problem solvers, it’s been a very useful character trait over the last few months! The covid silver lining has been the sense of community that responding to the pandemic has brought.",,London,true team effort scientists bunch problem solvers useful character trait last months silver lining sense community responding brought,"['true', 'team', 'effort', 'scientists', 'bunch', 'problem', 'solvers', 'useful', 'character', 'trait', 'last', 'months', 'silver', 'lining', 'sense', 'community', 'responding', 'brought']","['true', 'team', 'effort', 'scientist', 'bunch', 'problem', 'solver', 'useful', 'character', 'trait', 'last', 'month', 'silver', 'lining', 'sense', 'community', 'responding', 'brought']",true team effort scientist bunch problem solver useful character trait last month silver lining sense community responding brought,"[('true', 'a'), ('team', 'n'), ('effort', 'n'), ('scientists', 'n'), ('bunch', 'v'), ('problem', 'n'), ('solvers', 'n'), ('useful', 'a'), ('character', 'n'), ('trait', 'n'), ('last', 'a'), ('months', 'n'), ('silver', 'r'), ('lining', 'v'), ('sense', 'n'), ('community', 'n'), ('responding', 'v'), ('brought', 'v')]",  true team effort scientist bunch problem solver useful character trait last month silver line sense community respond bring,-0.25,0.4588,0.2166666666666666,1,-1,1
1282,2021-01-09,2583099904,putneyfleur,Staff at St George’s and Queen Mary’s Hospitals have been in touch with me and are relaunching their COVID campaign - please donate.,,London,staff george queen mary hospitals touch relaunching campaign please donate,"['staff', 'george', 'queen', 'mary', 'hospitals', 'touch', 'relaunching', 'campaign', 'please', 'donate']","['staff', 'george', 'queen', 'mary', 'hospital', 'touch', 'relaunching', 'campaign', 'please', 'donate']",staff george queen mary hospital touch relaunching campaign please donate,"[('staff', 'n'), ('george', 'n'), ('queen', 'a'), ('mary', 'a'), ('hospitals', 'n'), ('touch', 'a'), ('relaunching', 'v'), ('campaign', 'n'), ('please', 'n'), ('donate', 'n')]",  staff george queen mary hospital touch relaunching campaign please donate,0.25,0.3182,0.0,0,1,1
1285,2021-01-09,104430294,fairfaxache,"Flying in from France- passport, visa, proof of covid test &amp; quarantine-   Jump on a dinghy from France- no problem, have food, shelter, clothing, phone money, free health check education and housing.",,London,flying france passport visa proof test quarantine jump dinghy france no problem food shelter clothing phone money free health check education housing,"['flying', 'france', 'passport', 'visa', 'proof', 'test', 'quarantine', 'jump', 'dinghy', 'france', 'no', 'problem', 'food', 'shelter', 'clothing', 'phone', 'money', 'free', 'health', 'check', 'education', 'housing']","['flying', 'france', 'passport', 'visa', 'proof', 'test', 'quarantine', 'jump', 'dinghy', 'france', 'no', 'problem', 'food', 'shelter', 'clothing', 'phone', 'money', 'free', 'health', 'check', 'education', 'housing']",flying france passport visa proof test quarantine jump dinghy france no problem food shelter clothing phone money free health check education housing,"[('flying', 'v'), ('france', 'n'), ('passport', 'n'), ('visa', None), ('proof', 'a'), ('test', 'n'), ('quarantine', 'n'), ('jump', 'n'), ('dinghy', 'n'), ('france', 'n'), ('no', None), ('problem', 'n'), ('food', 'n'), ('shelter', 'n'), ('clothing', 'n'), ('phone', 'n'), ('money', 'n'), ('free', 'a'), ('health', 'n'), ('check', 'n'), ('education', 'n'), ('housing', 'n')]",  fly france passport visa proof test quarantine jump dinghy france no problem food shelter clothing phone money free health check education housing,0.375,0.6765,0.6000000000000001,1,1,1
1286,2021-01-09,291206691,cutielidz,@KhukhuzaKhulani @KanzungaZwe @samkebusiness Hambe bazama ngamaBicycle or was it iMdumdu abeGoli bought as their Covid response ambulances 😂😂😂,,London,hambe bazama ngamabicycle imdumdu abegoli bought response ambulances face tears joy face tears joy face tears joy,"['hambe', 'bazama', 'ngamabicycle', 'imdumdu', 'abegoli', 'bought', 'response', 'ambulances', 'face', 'tears', 'joy', 'face', 'tears', 'joy', 'face', 'tears', 'joy']","['hambe', 'bazama', 'ngamabicycle', 'imdumdu', 'abegoli', 'bought', 'response', 'ambulance', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy']",hambe bazama ngamabicycle imdumdu abegoli bought response ambulance face tear joy face tear joy face tear joy,"[('hambe', 'n'), ('bazama', 'n'), ('ngamabicycle', 'n'), ('imdumdu', 'n'), ('abegoli', 'v'), ('bought', 'v'), ('response', 'n'), ('ambulances', 'n'), ('face', 'v'), ('tears', 'n'), ('joy', 'a'), ('face', 'n'), ('tears', 'n'), ('joy', 'a'), ('face', 'n'), ('tears', 'n'), ('joy', 'v')]",  hambe bazama ngamabicycle imdumdu abegoli buy response ambulance face tear joy face tear joy face tear joy,0.0,0.9081,0.8000000000000002,1,0,1
1287,2021-01-09,1713416282,sp84070,Why is #302PendingInSSRCase CBI after holidays have you been placed under covid lockdown?,,London,pendinginsrcase cbi holidays placed,"['pendinginsrcase', 'cbi', 'holidays', 'placed']","['pendinginsrcase', 'cbi', 'holiday', 'placed']",pendinginsrcase cbi holiday placed,"[('pendinginsrcase', 'n'), ('cbi', 'n'), ('holidays', 'n'), ('placed', 'v')]",  pendinginsrcase cbi holiday place,0.0,0.4019,0.0,0,0,1
1288,2021-01-09,1103090633273688064,chris43318246,"#COVID19 Wife just asked can we drive to go for a walk? Of course, we are allowed to walk to castles!",,London,wife asked drive walk course allowed walk castles,"['wife', 'asked', 'drive', 'walk', 'course', 'allowed', 'walk', 'castles']","['wife', 'asked', 'drive', 'walk', 'course', 'allowed', 'walk', 'castle']",wife asked drive walk course allowed walk castle,"[('wife', 'n'), ('asked', 'v'), ('drive', 'a'), ('walk', 'n'), ('course', 'n'), ('allowed', 'v'), ('walk', 'n'), ('castles', 'n')]",  wife ask drive walk course allow walk castle,0.0,0.2263,0.0,0,0,1
1289,2021-01-09,2630584750,nicko_l1805,COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and International Baccalaureate) - Sign the Petition!  https://t.co/7qWwkGDDEr via @UKChange,,London,award predicted grades level students including pre international baccalaureate sign petition via,"['award', 'predicted', 'grades', 'level', 'students', 'including', 'pre', 'international', 'baccalaureate', 'sign', 'petition', 'via']","['award', 'predicted', 'grade', 'level', 'student', 'including', 'pre', 'international', 'baccalaureate', 'sign', 'petition', 'via']",award predicted grade level student including pre international baccalaureate sign petition via,"[('award', 'r'), ('predicted', 'v'), ('grades', 'n'), ('level', 'a'), ('students', 'n'), ('including', 'v'), ('pre', 'a'), ('international', 'a'), ('baccalaureate', 'n'), ('sign', 'n'), ('petition', 'n'), ('via', None)]",  award predict grade level student include pre international baccalaureate sign petition via,-0.375,0.5423,0.0,0,-1,1
1291,2021-01-09,2217403956,stuckinarock,"Adding in #StanleyJohnson getting second #vaccination I hope @ByDonkeys and others are cataloging all the lies, #Cronyism and self-serving moves #BorisHasFailedTheNation #GavinWilliamsonMustResign and others have inflicted upon us. #COVID19 #BrexitShambles #BrexitReality",,London,adding stanleyjohnson getting second hope others cataloging lies cronyism self serving moves borishasfailedthenation gavinwiliamsonmustresign others inflicted upon brexitshambles brexitreality,"['adding', 'stanleyjohnson', 'getting', 'second', 'hope', 'others', 'cataloging', 'lies', 'cronyism', 'self', 'serving', 'moves', 'borishasfailedthenation', 'gavinwiliamsonmustresign', 'others', 'inflicted', 'upon', 'brexitshambles', 'brexitreality']","['adding', 'stanleyjohnson', 'getting', 'second', 'hope', 'others', 'cataloging', 'lie', 'cronyism', 'self', 'serving', 'move', 'borishasfailedthenation', 'gavinwiliamsonmustresign', 'others', 'inflicted', 'upon', 'brexitshambles', 'brexitreality']",adding stanleyjohnson getting second hope others cataloging lie cronyism self serving move borishasfailedthenation gavinwiliamsonmustresign others inflicted upon brexitshambles brexitreality,"[('adding', 'v'), ('stanleyjohnson', 'n'), ('getting', 'v'), ('second', 'a'), ('hope', 'n'), ('others', 'n'), ('cataloging', 'v'), ('lies', 'n'), ('cronyism', 'n'), ('self', None), ('serving', 'v'), ('moves', 'n'), ('borishasfailedthenation', 'v'), ('gavinwiliamsonmustresign', 'a'), ('others', 'n'), ('inflicted', 'v'), ('upon', None), ('brexitshambles', 'n'), ('brexitreality', 'n')]",  add stanleyjohnson get second hope others catalog lie cronyism self serve move borishasfailedthenation gavinwiliamsonmustresign others inflict upon brexitshambles brexitreality,-1.0,0.4404,0.0,0,-1,1
1292,2021-01-09,465347207,freddiescovell,@BigBaldDr @kaitborsay @TimesRadio @DavidT_Arnold @normanlamb @ClaireHastie1 @stillillcorona1 @long_covid @long_recovery @LongCovidWales @LongCovidSOS @LongCovidScot @GinaAssaf @CV19JUSTICEUK @AthenaAkrami @LisaAMcCorkell Understood. Echo chambers are far more comfortable.👍,,London,understood echo chambers far comfortable thumbs,"['understood', 'echo', 'chambers', 'far', 'comfortable', 'thumbs']","['understood', 'echo', 'chamber', 'far', 'comfortable', 'thumb']",understood echo chamber far comfortable thumb,"[('understood', 'a'), ('echo', 'n'), ('chambers', 'n'), ('far', 'r'), ('comfortable', 'a'), ('thumbs', 'n')]",  understood echo chamber far comfortable thumb,-0.625,0.5106,0.25,1,-1,1
1294,2021-01-09,363320552,nicomarichal,"Got my first dose of COVID-19 vaccine! Thanks Guy's and St Thomas' NHS Foundation Trust @NHS @dev_neuro Well organised, safe and brochure with info available 👌🏻😀💪🏻  https://t.co/g1lGpjSKwS",,London,got first dose thanks guy thomas foundation trust well organised safe brochure info available hand light skin tone grining face flexed biceps light skin tone,"['got', 'first', 'dose', 'thanks', 'guy', 'thomas', 'foundation', 'trust', 'well', 'organised', 'safe', 'brochure', 'info', 'available', 'hand', 'light', 'skin', 'tone', 'grining', 'face', 'flexed', 'biceps', 'light', 'skin', 'tone']","['got', 'first', 'dose', 'thanks', 'guy', 'thomas', 'foundation', 'trust', 'well', 'organised', 'safe', 'brochure', 'info', 'available', 'hand', 'light', 'skin', 'tone', 'grining', 'face', 'flexed', 'biceps', 'light', 'skin', 'tone']",got first dose thanks guy thomas foundation trust well organised safe brochure info available hand light skin tone grining face flexed biceps light skin tone,"[('got', 'v'), ('first', 'r'), ('dose', 'a'), ('thanks', 'n'), ('guy', 'v'), ('thomas', 'n'), ('foundation', 'n'), ('trust', 'n'), ('well', 'r'), ('organised', 'v'), ('safe', 'a'), ('brochure', 'n'), ('info', 'n'), ('available', 'a'), ('hand', 'n'), ('light', 'v'), ('skin', 'a'), ('tone', 'n'), ('grining', 'v'), ('face', 'n'), ('flexed', 'a'), ('biceps', 'n'), ('light', 'a'), ('skin', None), ('tone', 'n')]",  get first dose thanks guy thomas foundation trust well organise safe brochure info available hand light skin tone grin face flexed biceps light skin tone,1.0,0.9477,0.3583333333333333,1,1,1
1295,2021-01-09,2212479606,catalinmu,@JamesWMonk @Birdyword Right of return (from my Covid party in Barbados),,London,right return party barbados,"['right', 'return', 'party', 'barbados']","['right', 'return', 'party', 'barbados']",right return party barbados,"[('right', 'r'), ('return', 'n'), ('party', 'n'), ('barbados', 'n')]",  right return party barbados,0.25,0.4019,0.2857142857142857,1,1,1
